District/ Barangay,City/ Major Area,zip_code,PORT CODE,ODZ FLAG
KULASIHAN HIGHWAY,LANTAPAN,,BKN,DEL
PATAG HIGHWAY,LANTAPAN,,BKN,DEL
POBLACION,LANTAPAN,,BKN,DEL
AGLAYAN,MALAYBALAY CITY,,BKN,DEL
ALANIB,MALAYBALAY CITY,,BKN,ODZ
ALANIB PATAG,MALAYBALAY CITY,,BKN,ODZ
APO MACOTE,MALAYBALAY CITY,,BKN,DEL
BALILA PUROK 5,MALAYBALAY CITY,,BKN,ODZ
BANGCUD,MALAYBALAY CITY,,BKN,DEL
BARANGAY 1 POBLACION,MALAYBALAY CITY,,BKN,DEL
BARANGAY 10 IMPALAMBONG,MALAYBALAY CITY,,BKN,DEL
BARANGAY 11 IMPALAMBONG,MALAYBALAY CITY,,BKN,DEL
BARANGAY 2 POBLACION,MALAYBALAY CITY,,BKN,DEL
BARANGAY 3 POBLACION,MALAYBALAY CITY,,BKN,DEL
BARANGAY 4 POBLACION,MALAYBALAY CITY,,BKN,DEL
BARANGAY 5 POBLACION,MALAYBALAY CITY,,BKN,DEL
BARANGAY 6 POBLACION,MALAYBALAY CITY,,BKN,DEL
BARANGAY 7 POBLACION,MALAYBALAY CITY,,BKN,DEL
BARANGAY 8 POBLACION,MALAYBALAY CITY,,BKN,DEL
BARANGAY 9 POBLACION,MALAYBALAY CITY,,BKN,DEL
BUGCAON PUROK 6,MALAYBALAY CITY,,BKN,ODZ
CABANGAHAN,MALAYBALAY CITY,,BKN,DEL
CABANGLASAN,MALAYBALAY CITY,,BKN,ODZ
CAN-AYAN,MALAYBALAY CITY,,BKN,ODZ
CASISANG,MALAYBALAY CITY,,BKN,DEL
CMP ASITO BAHIAN IMPALAM,MALAYBALAY CITY,,BKN,DEL
DALWAGAN,MALAYBALAY CITY,,BKN,DEL
IMBAYAO,MALAYBALAY CITY,,BKN,ODZ
KALASUNGAY,MALAYBALAY CITY,,BKN,DEL
KULASIHAN,MALAYBALAY CITY,,BKN,ODZ
LAGUITAS,MALAYBALAY CITY,,BKN,DEL
LANTAPAN PUROK 8,MALAYBALAY CITY,,BKN,ODZ
LINABO,MALAYBALAY CITY,,BKN,DEL
LINABO LALAWAN,MALAYBALAY CITY,,BKN,ODZ
MALIGAYA,MALAYBALAY CITY,,BKN,ODZ
MANAGOK,MALAYBALAY CITY,,BKN,DEL
MIGLAMIN,MALAYBALAY CITY,,BKN,ODZ
NASULI,MALAYBALAY CITY,,BKN,DEL
PATPAT,MALAYBALAY CITY,,BKN,DEL
SAINT PETER,MALAYBALAY CITY,,BKN,ODZ
SAN JOSE,MALAYBALAY CITY,,BKN,DEL
SAN MARTIN,MALAYBALAY CITY,,BKN,DEL
SANTO NINO,MALAYBALAY CITY,,BKN,DEL
SIMAYA,MALAYBALAY CITY,,BKN,DEL
SUMPONG,MALAYBALAY CITY,,BKN,DEL
VIOLETA,MALAYBALAY CITY,,BKN,DEL
AGUSAN CANYON,MANOLO FORTICH,,BKN,DEL
"ARTAJO VILLAGE SUBDIVISION, ALA-E",MANOLO FORTICH,,BKN,DEL
CAMP 9,MANOLO FORTICH,,BKN,DEL
CAMP FABIA,MANOLO FORTICH,,BKN,DEL
CAMP PHILLIPS PROPER,MANOLO FORTICH,,BKN,DEL
CAPM 1,MANOLO FORTICH,,BKN,DEL
CROSSING ALA-E,MANOLO FORTICH,,BKN,DEL
CROSSING LIBONA,MANOLO FORTICH,,BKN,DEL
DAMILAG INCORPORATION HOUSING,MANOLO FORTICH,,BKN,DEL
MAMBATANGAN,MANOLO FORTICH,,BKN,DEL
MIRANDA,MANOLO FORTICH,,BKN,DEL
"POBLACION, MANOLO FORTICH",MANOLO FORTICH,,BKN,DEL
SAN MIGUEL,MANOLO FORTICH,,BKN,DEL
ANAHAWAN,MARAMAG,,BKN,DEL
BASE CAMP,MARAMAG,,BKN,DEL
BAYABASON,MARAMAG,,BKN,DEL
CAMP ONE,MARAMAG,,BKN,DEL
CMU MUSUAN,MARAMAG,,BKN,DEL
CULAMBOGON,MARAMAG,,BKN,DEL
DOLOGON,MARAMAG,,BKN,DEL
KIUNTAD / NPC COMPOUND,MARAMAG,,BKN,DEL
KUYA,MARAMAG,,BKN,DEL
MAGSAYSAY,MARAMAG,,BKN,DEL
MUSUAN PROPER,MARAMAG,,BKN,DEL
PANADTALAN,MARAMAG,,BKN,DEL
POBLACION,MARAMAG,,BKN,DEL
SAN MIGUEL,MARAMAG,,BKN,DEL
SOUTH POBLACION,MARAMAG,,BKN,DEL
TUBIGON,MARAMAG,,BKN,DEL
POBLACION,MUSUAN,,BKN,DEL
ADTUYON,PANGANTUCAN,,BKN,DEL
BARANDIAS,PANGANTUCAN,,BKN,DEL
KINURA,PANGANTUCAN,,BKN,DEL
LANTAY,PANGANTUCAN,,BKN,DEL
POBLACION,PANGANTUCAN,,BKN,DEL
BUSCO,QUEZON,,BKN,DEL
BUSCO,QUEZON,,BKN,DEL
BUSCO,QUEZON,,BKN,DEL
BUTONG,QUEZON,,BKN,DEL
BUTONG,QUEZON,,BKN,DEL
BUTONG,QUEZON,,BKN,DEL
CEBOLE,QUEZON,,BKN,DEL
CROSSING TUGAS KIBURIAO,QUEZON,,BKN,DEL
KIBURIAO,QUEZON,,BKN,DEL
LIBERTAD,QUEZON,,BKN,DEL
MERANGERAN,QUEZON,,BKN,DEL
MIBANTANG,QUEZON,,BKN,DEL
PALACAPAO,QUEZON,,BKN,DEL
POBLACION,QUEZON,,BKN,DEL
PUNTIAN,QUEZON,,BKN,DEL
SALAWAGAN,QUEZON,,BKN,DEL
SAN JOSE,QUEZON,,BKN,DEL
SANTA CRUZ,QUEZON,,BKN,DEL
DAMAY HIGHWAY,SUMILAO,,BKN,DEL
KISOLON,SUMILAO,,BKN,DEL
LARUK,SUMILAO,,BKN,ODZ
POBLACION,SUMILAO,,BKN,ODZ
SAN ROQUE,SUMILAO,,BKN,ODZ
SAN VICENTE,SUMILAO,,BKN,DEL
BALAON,TALAKAG,,BKN,DEL
BETHANY CHRISTIAN SCHOOL,TALAKAG,,BKN,DEL
LINGI-ON,TALAKAG,,BKN,ODZ
POBLACION,TALAKAG,,BKN,DEL
SAN ANTONIO,TALAKAG,,BKN,DEL
SAN ISIDRO,TALAKAG,,BKN,DEL
SANTO NINO,TALAKAG,,BKN,DEL
BAGONTAAS,VALENCIA CITY,,BKN,DEL
BATANGAN,VALENCIA CITY,,BKN,DEL
COLONIA,VALENCIA CITY,,BKN,DEL
DABONG-DABONG,VALENCIA CITY,,BKN,DEL
DOLOGON,VALENCIA CITY,,BKN,DEL
HAGKOL,VALENCIA CITY,,BKN,DEL
LILINGAYON,VALENCIA CITY,,BKN,DEL
LUMBO,VALENCIA CITY,,BKN,DEL
LURUNGAN,VALENCIA CITY,,BKN,DEL
MAILAG,VALENCIA CITY,,BKN,DEL
PINATILAN,VALENCIA CITY,,BKN,DEL
POBLACION,VALENCIA CITY,,BKN,DEL
SAN CARLOS,VALENCIA CITY,,BKN,DEL
SUGOD,VALENCIA CITY,,BKN,DEL
ALGA,CATARMAN,,CAM,DEL
BONBON,CATARMAN,,CAM,ODZ
CATIBAC,CATARMAN,,CAM,DEL
COMPOL,CATARMAN,,CAM,DEL
KILAMBON,CATARMAN,,CAM,DEL
LAWIGAN,CATARMAN,,CAM,DEL
PANGHIAWAN,CATARMAN,,CAM,DEL
POBLACION CATARMAN,CATARMAN,,CAM,DEL
TANGARO,CATARMAN,,CAM,DEL
CANTAAN,GUINSILIBAN,,CAM,DEL
LIONG,GUINSILIBAN,,CAM,DEL
MAAC,GUINSILIBAN,,CAM,DEL
POBLACION GUINSILIBAN,GUINSILIBAN,,CAM,DEL
BENONI,MAHINOG,,CAM,DEL
BINALIWAN,MAHINOG,,CAM,DEL
CATUHUGAN,MAHINOG,,CAM,DEL
HUBANGON PROPER,MAHINOG,,CAM,DEL
LITICAN,MAHINOG,,CAM,DEL
POBLACION MAHINOG,MAHINOG,,CAM,DEL
SAN JOSE,MAHINOG,,CAM,DEL
SAN ROQUE,MAHINOG,,CAM,DEL
TUPSAN PEQUENO,MAHINOG,,CAM,DEL
AGOHO,MAMBAJAO,,CAM,DEL
ANITO PROPER,MAMBAJAO,,CAM,DEL
BALBAGON,MAMBAJAO,,CAM,DEL
BAYLAO,MAMBAJAO,,CAM,DEL
BUG-ONG,MAMBAJAO,,CAM,DEL
CABUA-AN,MAMBAJAO,,CAM,DEL
COMMON POBLACION,MAMBAJAO,,CAM,DEL
KUGUITA,MAMBAJAO,,CAM,DEL
LAKAS,MAMBAJAO,,CAM,DEL
LUMAD,MAMBAJAO,,CAM,DEL
MAGTING LOOC,MAMBAJAO,,CAM,DEL
MAGTING PROPER,MAMBAJAO,,CAM,DEL
NAASAG,MAMBAJAO,,CAM,DEL
PANDAN BLISS,MAMBAJAO,,CAM,DEL
PUTING BALAS,MAMBAJAO,,CAM,DEL
SOROSORO,MAMBAJAO,,CAM,DEL
TANGUB,MAMBAJAO,,CAM,DEL
TUPSAN GRANDE,MAMBAJAO,,CAM,DEL
TUPSAN PUTTING BALAS,MAMBAJAO,,CAM,DEL
YUMBING,MAMBAJAO,,CAM,DEL
AGURAN,SAGAY,,CAM,DEL
ALANGILAN,SAGAY,,CAM,DEL
BALITE,SAGAY,,CAM,DEL
BONBON,SAGAY,,CAM,DEL
BUGANGI,SAGAY,,CAM,DEL
POBLACION SAGAY,SAGAY,,CAM,DEL
CROSSNG GABI,COMPOSTELA,,COV,DEL
LAGAB PROPER,COMPOSTELA,,COV,DEL
MAPARAT PROPER,COMPOSTELA,,COV,DEL
OSMENA PROPER,COMPOSTELA,,COV,DEL
POBLACION,COMPOSTELA,,COV,DEL
SAN JOSE PROPER,COMPOSTELA,,COV,DEL
BARANGAY MALINAWON PROPER,MAWAB,,COV,DEL
PANDAPAN,MAWAB,,COV,ODZ
POBLACION,MAWAB,,COV,DEL
TUBURAN,MAWAB,,COV,ODZ
BANLAG,MONKAYO,,COV,DEL
BAYLO,MONKAYO,,COV,DEL
CANDALID PROPER,MONKAYO,,COV,ODZ
HAGUIMITAN,MONKAYO,,COV,DEL
LIBUTON,MONKAYO,,COV,DEL
OLAYCON,MONKAYO,,COV,DEL
PASIAN,MONKAYO,,COV,DEL
POBLACION/ PUROK 1,MONKAYO,,COV,DEL
POBLACION/ PUROK 2,MONKAYO,,COV,DEL
POBLACION/ PUROK 3,MONKAYO,,COV,DEL
POBLACION/ PUROK 4,MONKAYO,,COV,DEL
PUROK 1,MONKAYO,,COV,DEL
PUROK 10,MONKAYO,,COV,DEL
PUROK 11,MONKAYO,,COV,DEL
PUROK 12,MONKAYO,,COV,DEL
PUROK 13,MONKAYO,,COV,DEL
PUROK 2,MONKAYO,,COV,DEL
PUROK 3,MONKAYO,,COV,DEL
PUROK 4,MONKAYO,,COV,DEL
PUROK 5,MONKAYO,,COV,DEL
PUROK 6,MONKAYO,,COV,DEL
PUROK 7,MONKAYO,,COV,DEL
PUROK 8,MONKAYO,,COV,DEL
PUROK 9,MONKAYO,,COV,DEL
RIZAL,MONKAYO,,COV,DEL
SALVACION,MONKAYO,,COV,ODZ
SAN JOSE,MONKAYO,,COV,ODZ
SITIO BUCANA,MONKAYO,,COV,DEL
SITIO GABANAN BAYLO,MONKAYO,,COV,DEL
SITIO LIBUTON,MONKAYO,,COV,DEL
TUBO-TUBO PROPER,MONKAYO,,COV,DEL
UNION PROPER,MONKAYO,,COV,DEL
BANGKEROHAN SUR.,MONTEVISTA,,COV,DEL
DANECO,MONTEVISTA,,COV,DEL
DAUMAN PROPER,MONTEVISTA,,COV,DEL
LI-CHANG FLYWOOD FACTORY CPD.,MONTEVISTA,,COV,DEL
LINO-AN,MONTEVISTA,,COV,DEL
LOGDECK LOWER ONLY,MONTEVISTA,,COV,DEL
MONTEVISTA DISTRICT HOSPITAL,MONTEVISTA,,COV,DEL
NEW VISAYAS,MONTEVISTA,,COV,DEL
POBLACION MONTEVISTA,MONTEVISTA,,COV,DEL
RECTO MAGSAYSAY,MONTEVISTA,,COV,DEL
SARMIENTO COMPOUND,MONTEVISTA,,COV,DEL
TAPIA BOUNDARY,MONTEVISTA,,COV,DEL
1102ND BRIGADE CAMP,NABUNTURAN,,COV,DEL
ALVANIA SUBDIVISION PHASE 1,NABUNTURAN,,COV,DEL
ALVANIA SUBDIVISION PHASE 2,NABUNTURAN,,COV,DEL
BAYABAS,NABUNTURAN,,COV,ODZ
BUSAK,NABUNTURAN,,COV,ODZ
CABIDIANAN,NABUNTURAN,,COV,DEL
CABIDIANAN HOUSING,NABUNTURAN,,COV,DEL
CAPITOL SITE,NABUNTURAN,,COV,DEL
DAMPINAS,NABUNTURAN,,COV,DEL
DENR NURSE SITE,NABUNTURAN,,COV,DEL
KATIPUNAN,NABUNTURAN,,COV,ODZ
LIBASAN PROPER,NABUNTURAN,,COV,DEL
LINDA,NABUNTURAN,,COV,DEL
MAGADING,NABUNTURAN,,COV,ODZ
MAGSAYSAY,NABUNTURAN,,COV,DEL
MAINIT PROPER,NABUNTURAN,,COV,DEL
MANAT,NABUNTURAN,,COV,DEL
MERVILLE HOMES,NABUNTURAN,,COV,DEL
MIPANGI,NABUNTURAN,,COV,DEL
NABUNTURAN,NABUNTURAN,,COV,DEL
NEW SIBONGA PROPER,NABUNTURAN,,COV,DEL
NPC AREA,NABUNTURAN,,COV,DEL
PANGUTOSAN PROPER,NABUNTURAN,,COV,DEL
POBLACION NABUNTURAN,NABUNTURAN,,COV,DEL
PROVINCIAL CAPITOL,NABUNTURAN,,COV,DEL
PUROK 1,NABUNTURAN,,COV,DEL
PUROK 10,NABUNTURAN,,COV,DEL
PUROK 11,NABUNTURAN,,COV,DEL
PUROK 12,NABUNTURAN,,COV,DEL
PUROK 13,NABUNTURAN,,COV,DEL
PUROK 14,NABUNTURAN,,COV,DEL
PUROK 15,NABUNTURAN,,COV,DEL
PUROK 16,NABUNTURAN,,COV,DEL
PUROK 17,NABUNTURAN,,COV,DEL
PUROK 18,NABUNTURAN,,COV,DEL
PUROK 19,NABUNTURAN,,COV,DEL
PUROK 2,NABUNTURAN,,COV,DEL
PUROK 20,NABUNTURAN,,COV,DEL
PUROK 3,NABUNTURAN,,COV,DEL
PUROK 4,NABUNTURAN,,COV,DEL
PUROK 5,NABUNTURAN,,COV,DEL
PUROK 6,NABUNTURAN,,COV,DEL
PUROK 7,NABUNTURAN,,COV,DEL
PUROK 9,NABUNTURAN,,COV,DEL
SAN ISIDRO,NABUNTURAN,,COV,ODZ
SAN ROQUE,NABUNTURAN,,COV,DEL
SANTA MARIA,NABUNTURAN,,COV,DEL
SITIO KAHAYAG,NABUNTURAN,,COV,ODZ
TAGNOCON,NABUNTURAN,,COV,ODZ
TEACHERS VILLAGE,NABUNTURAN,,COV,DEL
TINDALO,NABUNTURAN,,COV,DEL
UPPER SAN ROQUE,NABUNTURAN,,COV,ODZ
ANDAP,NEW BATAAN,,COV,DEL
BANTACAN,NEW BATAAN,,COV,DEL
POBLACION,NEW BATAAN,,COV,DEL
SAN ROQUE,NEW BATAAN,,COV,DEL
POBLACION,PUNTUKAN,,COV,DEL
BUCANAN,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
CALIC-LIC,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
COGON,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
DANG CAAN,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
KINA WITHON,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
MASLUB,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
POBLACION,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
SAN AGUSTIN,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
SAN ANTONIO,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
SAN ISIDRO,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
SANTO NINO,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
TAGBITAN-AG,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
TAGPOPONGAN,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
TAWANG,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
UNDANAO,"BABAK, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
POBLACION,BATO-BATO,,TGM,DEL
ANIBONGAN,CARMEN,,DVO,DEL
ASUNCION,CARMEN,,DVO,DEL
BARRIO ALEJAL PUROK 1-6,CARMEN,,DVO,DEL
BARRIO ALEJAL PUROK 8,CARMEN,,DVO,DEL
BARRIO ALEJAL PUROK 9A,CARMEN,,DVO,DEL
BARRIO ALEJAL PUROK 9B,CARMEN,,DVO,DEL
CAMILING / PUROK 1-8,CARMEN,,DVO,DEL
CEBULANO,CARMEN,,DVO,DEL
GUADALUPE,CARMEN,,DVO,DEL
LAPAZ,CARMEN,,DVO,DEL
LOWER MALIGAYA,CARMEN,,DVO,DEL
MAGSAYSAY/ PUROK 1,CARMEN,,DVO,DEL
MAGSAYSAY/ PUROK 2,CARMEN,,DVO,DEL
MAGSAYSAY/ PUROK 3,CARMEN,,DVO,DEL
MAGSAYSAY/ PUROK 4,CARMEN,,DVO,DEL
MAGSAYSAY/ PUROK 5,CARMEN,,DVO,DEL
MANGALCAL,CARMEN,,DVO,DEL
NEW CASAY,CARMEN,,DVO,DEL
POBLACION,CARMEN,,DVO,DEL
SAN ISIDRO,CARMEN,,DVO,DEL
SANTO NINO,CARMEN,,DVO,DEL
TUBOD,CARMEN,,DVO,DEL
TUGANAY PROPER,CARMEN,,DVO,DEL
ANYWHERE,ISLAND GARDEN CITY OF SAMAL,,TGM,DEL
A. BONIFACIO STREET,KAPALONG,,TGM,DEL
A. MABINI STREET,KAPALONG,,TGM,DEL
A.LUNA STREET,KAPALONG,,TGM,DEL
ARELLANO STREET,KAPALONG,,TGM,DEL
BUNAWAN,KAPALONG,,TGM,ODZ
C.M. RECTO STREET,KAPALONG,,TGM,DEL
D. SILANG STREET,KAPALONG,,TGM,DEL
DON MARIANO STREET,KAPALONG,,TGM,DEL
E. AGUINALDO STREET,KAPALONG,,TGM,DEL
FLORIDA,KAPALONG,,TGM,ODZ
G. DEL PILAR STREET,KAPALONG,,TGM,DEL
J. BURGOS STREET,KAPALONG,,TGM,DEL
J. RIZAL STREET,KAPALONG,,TGM,DEL
J. ZAMORA STREET,KAPALONG,,TGM,DEL
J.P. LAUREL STREET,KAPALONG,,TGM,DEL
KAMANSI,KAPALONG,,TGM,ODZ
KAPUNGAGAN,KAPALONG,,TGM,DEL
L. JAENA STREET,KAPALONG,,TGM,DEL
LABU-ON STREET,KAPALONG,,TGM,DEL
LUAN,KAPALONG,,TGM,ODZ
LUNA,KAPALONG,,TGM,DEL
M. GOMEZ STREET,KAPALONG,,TGM,DEL
M. QUEZON STREET,KAPALONG,,TGM,DEL
MABINI,KAPALONG,,TGM,DEL
NEW AGNO,KAPALONG,,TGM,DEL
PACKING 40,KAPALONG,,TGM,DEL
PACKING 41,KAPALONG,,TGM,DEL
PACKING 43,KAPALONG,,TGM,DEL
PACKING 60,KAPALONG,,TGM,DEL
PACKING 61,KAPALONG,,TGM,DEL
PACKING 63,KAPALONG,,TGM,DEL
PAG-ASA,KAPALONG,,TGM,DEL
PANDULIAN,KAPALONG,,TGM,ODZ
POBLACION,KAPALONG,,TGM,DEL
PUROK 10-A,KAPALONG,,TGM,DEL
PUROK 10-B,KAPALONG,,TGM,DEL
PUROK 1-A,KAPALONG,,TGM,DEL
PUROK 1-B,KAPALONG,,TGM,DEL
PUROK 2-A,KAPALONG,,TGM,DEL
PUROK 2-B,KAPALONG,,TGM,DEL
PUROK 3-A,KAPALONG,,TGM,DEL
PUROK 3-B,KAPALONG,,TGM,DEL
PUROK 4-A,KAPALONG,,TGM,DEL
PUROK 4-B,KAPALONG,,TGM,DEL
PUROK 5-A,KAPALONG,,TGM,DEL
PUROK 5-B,KAPALONG,,TGM,DEL
PUROK 6-A,KAPALONG,,TGM,DEL
PUROK 6-B,KAPALONG,,TGM,DEL
PUROK 7-A,KAPALONG,,TGM,DEL
PUROK 7-B,KAPALONG,,TGM,DEL
PUROK 8-A,KAPALONG,,TGM,DEL
PUROK 8-B,KAPALONG,,TGM,DEL
PUROK 9-A,KAPALONG,,TGM,DEL
PUROK 9-B,KAPALONG,,TGM,DEL
R. MAGSAYSAY STREET,KAPALONG,,TGM,DEL
ROXAS STREET,KAPALONG,,TGM,DEL
ROYO SUBDIVISION,KAPALONG,,TGM,DEL
S. OSMENA STREET,KAPALONG,,TGM,DEL
SAMPAO,KAPALONG,,TGM,DEL
SANTA CRUZ,KAPALONG,,TGM,DEL
TAGPUPU-OT,KAPALONG,,TGM,ODZ
TEBURCIA,KAPALONG,,TGM,DEL
TUBLIHON,KAPALONG,,TGM,ODZ
USP KCAT COMPOUND,KAPALONG,,TGM,DEL
V. LIM STREET,KAPALONG,,TGM,DEL
VILLA CLEMENTA SUBDIVISION,KAPALONG,,TGM,DEL
ANONANG,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
BANDERA,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
COGON,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
KANA-AN,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
LIBERTAD,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
LINUSUTAN,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
MATANOS,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
PANG-GUBATAN,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
POBLACION ALL BARANGAY,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
SAN ISIDRO,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
SANTA CRUZ,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
TAGBOO-BOO,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
TUKANGA,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
ZION,"KAPUTIAN, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
PANTUKAN,LUPON,,DVO,DEL
POBLACION,MABINI,,DVO,DEL
POBLACION,MACO,,COV,DEL
A.O. FLOIRENDO (TADECO),PANABO,,PAN,DEL
CAGANGOHAN,PANABO,,PAN,DEL
DAPCO (STANFILCO FARMS),PANABO,,PAN,DEL
DAPECOL,PANABO,,PAN,DEL
DUJALI (PUROK 1),PANABO,,PAN,DEL
DUJALI (PUROK 2),PANABO,,PAN,DEL
DUJALI (PUROK 3),PANABO,,PAN,DEL
DUJALI (PUROK 4),PANABO,,PAN,DEL
DUJALI (PUROK 5),PANABO,,PAN,DEL
GREDU POBLACION,PANABO,,PAN,DEL
HOMELAND (PUROK 1),PANABO,,PAN,DEL
HOMELAND (PUROK 10),PANABO,,PAN,DEL
HOMELAND (PUROK 2),PANABO,,PAN,DEL
HOMELAND (PUROK 3),PANABO,,PAN,DEL
HOMELAND (PUROK 4),PANABO,,PAN,DEL
HOMELAND (PUROK 5),PANABO,,PAN,DEL
HOMELAND (PUROK 6),PANABO,,PAN,DEL
HOMELAND (PUROK 7),PANABO,,PAN,DEL
HOMELAND (PUROK 8),PANABO,,PAN,DEL
HOMELAND (PUROK 9),PANABO,,PAN,DEL
J.P. LAUREL KATIPUNAN,PANABO,,PAN,DEL
LITTLE PANAY,PANABO,,PAN,DEL
MADUAO,PANABO,,PAN,DEL
MANAY (PUROK 1),PANABO,,PAN,DEL
MANAY (PUROK 2),PANABO,,PAN,DEL
MANAY (PUROK 3),PANABO,,PAN,DEL
MANAY (PUROK 4),PANABO,,PAN,DEL
NANYO,PANABO,,PAN,DEL
NEW MALITBOG,PANABO,,PAN,DEL
NEW PANDAN,PANABO,,PAN,DEL
NEW VISAYAS,PANABO,,PAN,DEL
NIGARA/ DATU ABDUL,PANABO,,PAN,DEL
POBLACION MANABO,PANABO,,PAN,DEL
QUEZON (FORMERLY CABIULI),PANABO,,PAN,DEL
SALVACION,PANABO,,PAN,DEL
SAN FRANCISCO,PANABO,,PAN,DEL
SAN PEDRO,PANABO,,PAN,DEL
SAN VICENTE,PANABO,,PAN,DEL
SANTO NINO,PANABO,,PAN,DEL
SOUTHERN DAVAO,PANABO,,PAN,DEL
TANGLAW,PANABO,,PAN,DEL
UPPER LICANAN,PANABO,,PAN,DEL
ANONANG,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
AUMBAY,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
AUNDANAO,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
CABADIANGAN,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
CATAGMAN,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
CAWAG,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
DEL MONTE,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
GUILON,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
LICUP,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
LIMAO,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
MAMBAGO-A,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
POBLACION,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
PUNTA LIMAO,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
SAN AGUSTIN,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
SAN MIGUEL,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
TAGBAY,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
TAGTALIAO,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
TAMBO,"PENAPLATA, ISLAND GARDEN CITY OF SAMAL",,TGM,DEL
APITONG,SANTO TOMAS,,TGM,DEL
BAGALONAN POBLACION,SANTO TOMAS,,TGM,DEL
BOBONGON,SANTO TOMAS,,TGM,DEL
BUGTONG LUBE,SANTO TOMAS,,TGM,DEL
BUGTONG LUBI,SANTO TOMAS,,TGM,DEL
BULAHAN,SANTO TOMAS,,TGM,DEL
CANTERE AREA,SANTO TOMAS,,TGM,DEL
CASIG-ANG,SANTO TOMAS,,TGM,DEL
CASIG-ANG MANGAHAN,SANTO TOMAS,,TGM,DEL
CENTERE AREA,SANTO TOMAS,,TGM,DEL
CORSSING NIA,SANTO TOMAS,,TGM,DEL
COUNTRY HOMES SUBDIVISION,SANTO TOMAS,,TGM,DEL
CROSSING NIA,SANTO TOMAS,,TGM,DEL
DARLUZ SUBDIVISION,SANTO TOMAS,,TGM,DEL
EL CANTO,SANTO TOMAS,,TGM,DEL
EL CANTO EMILY HOMES,SANTO TOMAS,,TGM,DEL
EMILY HOMES,SANTO TOMAS,,TGM,DEL
FEDER ROAD  GRAVAA,SANTO TOMAS,,TGM,DEL
FEEDER ROAD 1 AANDB,SANTO TOMAS,,TGM,DEL
FEEDER ROAD 2 AANDB,SANTO TOMAS,,TGM,DEL
FEEDER ROAD 3 AANDB,SANTO TOMAS,,TGM,DEL
