District/ Barangay,City/ Major Area,zip_code,PORT CODE
Santo Nino,SAN SIMON,2015,PGA
Asdum,SAN VICENTE,4609,DTE
Calabagas,SAN VICENTE,4609,DTE
Iraya Sur,SAN VICENTE,4609,DTE
Poblacion District I (Silangan/Bgy. 1),SAN VICENTE,4609,DTE
San Jose (Iraya Norte),SAN VICENTE,4609,DTE
Bantaoay,SAN VICENTE,4609,VIG
Bayubay Norte,SAN VICENTE,4609,VIG
Lubong,SAN VICENTE,4609,VIG
Pudoc,SAN VICENTE,4609,VIG
Alimanguan,SAN VICENTE,4609,PPS
Binga,SAN VICENTE,4609,PPS
Kemdeng,SAN VICENTE,4609,PPS
New Canipo,SAN VICENTE,4609,PPS
Poblacion (San Vicente),SAN VICENTE,4609,PPS
Santo Nino,SAN VICENTE,4609,PPS
Bangan,SANCHEZ-MIRA,3518,TUG
Centro I (Pob.),SANCHEZ-MIRA,3518,TUG
Dacal,SANCHEZ-MIRA,3518,TUG
Dammang,SANCHEZ-MIRA,3518,TUG
Langagan,SANCHEZ-MIRA,3518,TUG
Magacan,SANCHEZ-MIRA,3518,TUG
Masisit,SANCHEZ-MIRA,3518,TUG
Namuac,SANCHEZ-MIRA,3518,TUG
Santiago,SANCHEZ-MIRA,3518,TUG
Tokitok,SANCHEZ-MIRA,3518,TUG
Banaoang,SANTA,2703,VIG
Bucalag,SANTA,2703,VIG
Calungboyan,SANTA,2703,VIG
Casiber,SANTA,2703,VIG
Labut Norte,SANTA,2703,VIG
Mabilbila Sur,SANTA,2703,VIG
Poblacion East,NAGBUKEL,2725,VIG
Taleb,NAGBUKEL,2725,VIG
Abo,NAGCARLAN,4002,LAG
Tig-amaga,MIAGAO,5023,ILO
Tigbagacay,MIAGAO,5023,ILO
Camindoroan,SAN JUAN (LAPOG),2731,VIG
Darao,SAN JUAN (LAPOG),2731,VIG
Palili,SULOP,8009,DVO
Poblacion,SULOP,8009,DVO
Solongvale,SULOP,8009,DVO
Tala-o,SULOP,8009,DVO
Waterfall,SULOP,8009,DVO
Bangco,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Bauyan,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Calibao,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Calube,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Capocao,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Dangulaan,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Ilian,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Kirapan,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Lantawan,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Maguindanao,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Pandanan,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Piraka,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Pikinit,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Ramain,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Sigayan,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Tagulo,SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Topocon (Capocgo),SULTAN NAGA DIMAPORO (KAROMATAN),9215,IGN
Angyap,MOTIONG,6702,CYP
Bayog,MOTIONG,6702,CYP
Bonga,MOTIONG,6702,CYP
Bertese,QUEZON,3324,NVE
Dulong Bayan,QUEZON,3324,NVE
Barangay I (Pob.),QUEZON,3324,NVE
San Alejandro,QUEZON,3324,NVE
San Andres II,QUEZON,3324,NVE
Santa Rita,QUEZON,3324,NVE
Santo Tomas Feria,QUEZON,3324,NVE
Aramaywan,QUEZON,3324,PPS
Calumpang,QUEZON,3324,PPS
Barangay Zone II (Pob.),SANTA BARBARA,5002,ILO
Barangay Zone V (Pob.),SANTA BARBARA,5002,ILO
Binangkilan,SANTA BARBARA,5002,ILO
Bolong Este,SANTA BARBARA,5002,ILO
Buyo,SANTA BARBARA,5002,ILO
Cabugao Sur,SANTA BARBARA,5002,ILO
Cadagmayan Sur,SANTA BARBARA,5002,ILO
Calaboa Este,SANTA BARBARA,5002,ILO
Canipayan,SANTA BARBARA,5002,ILO
Daga,SANTA BARBARA,5002,ILO
Duyanduyan,SANTA BARBARA,5002,ILO
Guno,SANTA BARBARA,5002,ILO
Jibao-an,SANTA BARBARA,5002,ILO
Lanag,SANTA BARBARA,5002,ILO
Magancina,SANTA BARBARA,5002,ILO
Mambuyo,SANTA BARBARA,5002,ILO
Nasugban,SANTA BARBARA,5002,ILO
Pal-Agon,SANTA BARBARA,5002,ILO
San Sebastian,SANTA BARBARA,5002,ILO
Tagsing,SANTA BARBARA,5002,ILO
Talongadian,SANTA BARBARA,5002,ILO
Tuburan,SANTA BARBARA,5002,ILO
Barangay Zone VI (Pob.),SANTA BARBARA,5002,ILO
Cabuloan,SANTA CATALINA,2701,VIG
Paratong,SANTA CATALINA,2701,VIG
Sinabaan,SANTA CATALINA,2701,VIG
Tamorong,SANTA CATALINA,2701,VIG
Amio,SANTA CATALINA,2701,VIG
Kabulacan,SANTA CATALINA,2701,VIG
Caranoche,SANTA CATALINA,2701,VIG
Mabuhay,SANTA CATALINA,2701,VIG
Mansagomayon,SANTA CATALINA,2701,VIG
Nagbinlod,SANTA CATALINA,2701,VIG
Obat,SANTA CATALINA,2701,VIG
San Francisco,SANTA CATALINA,2701,VIG
San Pedro,SANTA CATALINA,2701,VIG
Talalak,SANTA CATALINA,2701,VIG
Barahan,SANTA CRUZ,8001,SJI
Dayap,SANTA CRUZ,8001,SJI
Mulawin,SANTA CRUZ,8001,SJI
Poblacion I (Barangay 1),SANTA CRUZ,8001,SJI
Kurtinganan,SANTA CRUZ,8001,SJI
Babayoan,SANTA CRUZ,8001,VIG
Banay,SANTA CRUZ,8001,VIG
Bayugao Oeste,SANTA CRUZ,8001,VIG
Calaoaan,SANTA CRUZ,8001,VIG
Candalican,SANTA CRUZ,8001,VIG
Casilagan,SANTA CRUZ,8001,VIG
Daligan,SANTA CRUZ,8001,VIG
Gabor Sur,SANTA CRUZ,8001,VIG
Lantag,SANTA CRUZ,8001,VIG
Mambog,SANTA CRUZ,8001,VIG
Nagtengnga,SANTA CRUZ,8001,VIG
Paratong,SANTA CRUZ,8001,VIG
Pidpid,SANTA CRUZ,8001,VIG
Pinipin,SANTA CRUZ,8001,VIG
Poblacion Norte,SANTA CRUZ,8001,VIG
Quinfermin,SANTA CRUZ,8001,VIG
Sagat,SANTA CRUZ,8001,VIG
San Jose,SANTA CRUZ,8001,VIG
Saoat,SANTA CRUZ,8001,VIG
Sidaoen,SANTA CRUZ,8001,VIG
Tampugo,SANTA CRUZ,8001,VIG
Villa Hermosa,SANTA CRUZ,8001,VIG
Babuyan,SANTA CRUZ,8001,OGP
Bangcol,SANTA CRUZ,8001,OGP
Biay,SANTA CRUZ,8001,OGP
Gama,SANTA CRUZ,8001,OGP
Guisguis,SANTA CRUZ,8001,OGP
Lomboy,SANTA CRUZ,8001,OGP
Lucapon South,SANTA CRUZ,8001,OGP
Poblacion North,SANTA CRUZ,8001,OGP
Pamonoran,SANTA CRUZ,8001,OGP
San Fernando,SANTA CRUZ,8001,OGP
San Roque,SAGBAYAN (BORJA),6331,TAG
San Vicente Sur,SAGBAYAN (BORJA),6331,TAG
Ubojan,SAGBAYAN (BORJA),6331,TAG
Cabaruan,QUIRINO,3321,STG
Manalongon,SANTA CATALINA,2701,VIG
San Roque (Pob.),SAGnAY,4421,NAG
Sibaguan,SAGnAY,4421,NAG
Turague,SAGnAY,4421,NAG
Pussuac,SANTO DOMINGO,4508,VIG
San Pablo,SANTO DOMINGO,4508,VIG
Santo Tomas,SANTO DOMINGO,4508,VIG
Suksukit,SANTO DOMINGO,4508,VIG
Buhatan,SANTO DOMINGO (LIBOG),4508,LGP
Fidel Surtida,SANTO DOMINGO (LIBOG),4508,LGP
Bagong San Roque,SANTO DOMINGO (LIBOG),4508,LGP
San Pedro Pob. (Bgy. 5),SANTO DOMINGO (LIBOG),4508,LGP
Del Rosario Pob. (Bgy. 3),SANTO DOMINGO (LIBOG),4508,LGP
Salvacion,SANTO DOMINGO (LIBOG),4508,LGP
San Fernando,SANTO DOMINGO (LIBOG),4508,LGP
San Roque,SANTO DOMINGO (LIBOG),4508,LGP
Santo Nino,SANTO DOMINGO (LIBOG),4508,LGP
Balatguti,SANTO NInO,6711,CYP
Basud (Pob.),SANTO NInO,6711,CYP
Cabunga-an,SANTO NInO,6711,CYP
Ilo (Pob.),SANTO NInO,6711,CYP
Pinanangnan,SANTO NInO,6711,CYP
Takut,SANTO NInO,6711,CYP
Ambalgan,SANTO NInO,9509,GSS
Katipunan,SANTO NInO,9509,GSS
Panay,SANTO NInO,9509,GSS
San Isidro,SANTO NInO,9509,GSS
Sajaneba,SANTO NInO,9509,GSS
Abariongan Uneg,SANTO NInO,3525,TUG
Balanni,SANTO NInO,3525,TUG
Calapangan,SANTO NInO,3525,TUG
Centro Norte (Pob.),SANTO NInO,3525,TUG
Dungao,SANTO NInO,3525,TUG
Lipatan,SANTO NInO,3525,TUG
Mapitac,SANTO NInO,3525,TUG
Matalao,SANTO NInO,3525,TUG
Namuccayan,SANTO NInO,3525,TUG
Niug Sur,SANTO NInO,3525,TUG
San Manuel,SANTO NInO,3525,TUG
Santa Felicitas,SANTO NInO,3525,TUG
Tabang,SANTO NInO,3525,TUG
Virginia,SANTO NInO,3525,TUG
Bobongon,SANTO TOMAS,4234,PAB
Kimamon,SANTO TOMAS,4234,PAB
La Libertad,SANTO TOMAS,4234,PAB
New Katipunan,SANTO TOMAS,4234,PAB
Tibal-og (Pob.),SANTO TOMAS,4234,PAB
Talomo,SANTO TOMAS,4234,PAB
New Visayas,SANTO TOMAS,4234,PAB
San Vicente,SANTO TOMAS,4234,PAB
Ambitacay,SANTO TOMAS,4234,LAU
Balaoc,SANTO TOMAS,4234,LAU
Baybay,SANTO TOMAS,4234,LAU
Casantaan,SANTO TOMAS,4234,LAU
Damortis,SANTO TOMAS,4234,LAU
Linong,SANTO TOMAS,4234,LAU
Malabago,SANTO TOMAS,4234,LAU
Namonitan,SANTO TOMAS,4234,LAU
Patac,SANTO TOMAS,4234,LAU
Pongpong,SANTO TOMAS,4234,LAU
Tubod,SANTO TOMAS,4234,LAU
Ubagan,SANTO TOMAS,4234,LAU
Poblacion,SANTO TOMAS,4234,PGA
San Vicente,SANTO TOMAS,4234,PGA
Sapa (Santo Nino),SANTO TOMAS,4234,PGA
Poblacion West,SANTO TOMAS,4234,PGN
San Agustin,SANTO TOMAS,4234,PGN
San Jose,SANTO TOMAS,4234,PGN
Santo Domingo,SANTO TOMAS,4234,PGN
Antagan,SANTO TOMAS,4234,STG
Bagutari,SANTO TOMAS,4234,STG
Barumbong,SANTO TOMAS,4234,STG
Bolinao-Culalabo,SANTO TOMAS,4234,STG
Calinaoan Malasin,SANTO TOMAS,4234,STG
Canogan Abajo Sur,SANTO TOMAS,4234,STG
Busiing Sur,SAN ILDEFONSO,3010,VIG
Dongalo,SAN ILDEFONSO,3010,VIG
Iboy,SAN ILDEFONSO,3010,VIG
Poblacion East,SAN ILDEFONSO,3010,VIG
Sagneb,SAN ILDEFONSO,3010,VIG
Minlasag,SIBUTAD,7103,DPL
Panganuran,SIBUTAD,7103,DPL
Sibuloc,SIBUTAD,7103,DPL
Sipaloc,SIBUTAD,7103,DPL
Anibongan,SIERRA BULLONES,6320,TAG
Canlangit,SIERRA BULLONES,6320,TAG
Casilay,SIERRA BULLONES,6320,TAG
Dusita,SIERRA BULLONES,6320,TAG
La Union,SIERRA BULLONES,6320,TAG
Magsaysay,SIERRA BULLONES,6320,TAG
Poblacion,SIERRA BULLONES,6320,TAG
San Agustin,SIERRA BULLONES,6320,TAG
San Jose,SIERRA BULLONES,6320,TAG
Santa Cruz,SIERRA BULLONES,6320,TAG
Abaccan,SIGAY,2719,VIG
Poblacion (Madayaw),SIGAY,2719,VIG
San Ramon,SIGAY,2719,VIG
Acbo,SIGMA,5816,RXS
Balucuan,SIGMA,5816,RXS
Cogon,SIGMA,5816,RXS
Guintas,SIGMA,5816,RXS
Mangoso,SIGMA,5816,RXS
Matangcong,SIGMA,5816,RXS
Mianay,SIGMA,5816,RXS
Pagbunitan,SIGMA,5816,RXS
Pinamalatican,SIGMA,5816,RXS
Tawog,SIGMA,5816,RXS
Abucay Sur,SIKATUNA,6338,TAG
Bahaybahay,SIKATUNA,6338,TAG
Cambuac Sur,SIKATUNA,6338,TAG
Poblacion I,SIKATUNA,6338,TAG
Adlas,SILANG,4118,CAV
Balite II,SILANG,4118,CAV
Batas,SILANG,4118,CAV
Biluso,SILANG,4118,CAV
Bucal,SILANG,4118,CAV
Cabangaan,SILANG,4118,CAV
Iba,SILANG,4118,CAV
Inchican,SILANG,4118,CAV
Lalaan I,SILANG,4118,CAV
Litlit,SILANG,4118,CAV
Lumil,SILANG,4118,CAV
Malabag,SILANG,4118,CAV
Munting Ilog,SILANG,4118,CAV
Pasong Langka,SILANG,4118,CAV
Barangay III (Pob.),SILANG,4118,CAV
Barangay V (Pob.),SILANG,4118,CAV
Pulong Saging,SILANG,4118,CAV
Sabutan,SILANG,4118,CAV
San Vicente I,SILANG,4118,CAV
Tibig,SILANG,4118,CAV
Ulat,SILANG,4118,CAV
Anahaw I,SILANG,4118,CAV
Narra I,SILANG,4118,CAV
Anahaw II,SILANG,4118,CAV
Biga II,SILANG,4118,CAV
Ipil II,SILANG,4118,CAV
Narra II,SILANG,4118,CAV
San Miguel II,SILANG,4118,CAV
Toledo,SILANG,4118,CAV
Poblacion 1,TAAL,4208,BAT
Capundag,SAPANG DALAGA,7212,OZC
Dasa,SAPANG DALAGA,7212,OZC
Guinabot,SAPANG DALAGA,7212,OZC
Barangay 195,PASAY CITY,0,MNL
Barangay 198,PASAY CITY,0,MNL
Barangay 200,PASAY CITY,0,MNL
Tanyag (Bagong Tanyag),TAGUIG CITY,0,MNL
Calzada,TAGUIG CITY,0,MNL
Ibayo-Tipas,TAGUIG CITY,0,MNL
Maharlika Village,TAGUIG CITY,0,MNL
Palingon,TAGUIG CITY,0,MNL
Central Signal Village (Signal Village),TAGUIG CITY,0,MNL
Wawa,TAGUIG CITY,0,MNL
Central Bicutan,TAGUIG CITY,0,MNL
New Lower Bicutan,TAGUIG CITY,0,MNL
North Signal Village,TAGUIG CITY,0,MNL
South Daan Hari,TAGUIG CITY,0,MNL
Addition Hills,MANDALUYONG CITY,0,MNL
Barangka Ibaba,MANDALUYONG CITY,0,MNL
Barangka Itaas,MANDALUYONG CITY,0,MNL
Daang Bakal,MANDALUYONG CITY,0,MNL
Hagdang Bato Libis,MANDALUYONG CITY,0,MNL
Hulo,MANDALUYONG CITY,0,MNL
Malamig,MANDALUYONG CITY,0,MNL
Namayan,MANDALUYONG CITY,0,MNL
Old Zaniga,MANDALUYONG CITY,0,MNL
Asin Road,BAGUIO CITY,2600,BUO
Bakakeng Central,BAGUIO CITY,2600,BUO
Balsigan,BAGUIO CITY,2600,BUO
Bayan Park East,BAGUIO CITY,2600,BUO
Brookside,BAGUIO CITY,2600,BUO
Camp 7,BAGUIO CITY,2600,BUO
Campo Filipino,BAGUIO CITY,2600,BUO
City Camp Proper,BAGUIO CITY,2600,BUO
"Dagsian, Upper",BAGUIO CITY,2600,BUO
Dizon Subdivision,BAGUIO CITY,2600,BUO
Fairview Village,BAGUIO CITY,2600,BUO
"General Luna, Upper",BAGUIO CITY,2600,BUO
Greenwater Village,BAGUIO CITY,2600,BUO
Hillside,BAGUIO CITY,2600,BUO
Holy Ghost Proper,BAGUIO CITY,2600,BUO
Irisan,BAGUIO CITY,2600,BUO
Kias,BAGUIO CITY,2600,BUO
Loakan Proper,BAGUIO CITY,2600,BUO
"Dagsian, Lower",BAGUIO CITY,2600,BUO
"Quirino Hill, Lower",BAGUIO CITY,2600,BUO
Lucnab,BAGUIO CITY,2600,BUO
Magsaysay Private Road,BAGUIO CITY,2600,BUO
"Quirino Hill, Middle",BAGUIO CITY,2600,BUO
"Modern Site, East",BAGUIO CITY,2600,BUO
New Lucban,BAGUIO CITY,2600,BUO
"Sanitary Camp, North",BAGUIO CITY,2600,BUO
Pinget,BAGUIO CITY,2600,BUO
Pinsao Proper,BAGUIO CITY,2600,BUO
MRR-Queen Of Peace,BAGUIO CITY,2600,BUO
Salud Mitra,BAGUIO CITY,2600,BUO
San Roque Village,BAGUIO CITY,2600,BUO
Santa Escolastica,BAGUIO CITY,2600,BUO
Santo Tomas Proper,BAGUIO CITY,2600,BUO
Session Road Area,BAGUIO CITY,2600,BUO
Saint Joseph Village,BAGUIO CITY,2600,BUO
"Rock Quarry, Upper",BAGUIO CITY,2600,BUO
Padre Zamora,BAGUIO CITY,2600,BUO
Santa Rosa,DANAO CITY,6004,CEB
Sibacan,DANAO CITY,6004,CEB
Taboc,DANAO CITY,6004,CEB
Togonon,DANAO CITY,6004,CEB
Barangay 520,SAMPALOC,4329,MNL
Barangay 522,SAMPALOC,4329,MNL
Barangay 525,SAMPALOC,4329,MNL
Barangay 527,SAMPALOC,4329,MNL
Barangay 529,SAMPALOC,4329,MNL
Barangay 532,SAMPALOC,4329,MNL
Barangay 534,SAMPALOC,4329,MNL
Barangay 536,SAMPALOC,4329,MNL
Barangay 539,SAMPALOC,4329,MNL
Barangay 541,SAMPALOC,4329,MNL
Barangay 544,SAMPALOC,4329,MNL
Barangay 546,SAMPALOC,4329,MNL
Barangay 548,SAMPALOC,4329,MNL
Barangay 551,SAMPALOC,4329,MNL
Barangay 553,SAMPALOC,4329,MNL
Barangay 555,SAMPALOC,4329,MNL
Barangay 558,SAMPALOC,4329,MNL
Barangay 560,SAMPALOC,4329,MNL
Barangay 562,SAMPALOC,4329,MNL
Barangay 565,SAMPALOC,4329,MNL
Barangay 567,SAMPALOC,4329,MNL
Barangay 569,SAMPALOC,4329,MNL
Barangay 572,SAMPALOC,4329,MNL
Barangay 574,SAMPALOC,4329,MNL
Barangay 576,SAMPALOC,4329,MNL
Barangay 579,SAMPALOC,4329,MNL
Barangay 581,SAMPALOC,4329,MNL
Barangay 583,SAMPALOC,4329,MNL
Barangay 586,SAMPALOC,4329,MNL
Poblacion,TIBIAO,5707,ANT
Salazar,TIBIAO,5707,ANT
San Francisco Norte,TIBIAO,5707,ANT
San Francisco Sur,TIBIAO,5707,ANT
San Isidro,TIBIAO,5707,ANT
Santa Ana,TIBIAO,5707,ANT
Santa Justa,TIBIAO,5707,ANT
Santo Rosario,TIBIAO,5707,ANT
Tigbaboy,TIBIAO,5707,ANT
Tuno,TIBIAO,5707,ANT
Abo,TIGAON,4420,NAG
Cabalinadan,TIGAON,4420,NAG
Caraycayon,TIGAON,4420,NAG
Casuna,TIGAON,4420,NAG
Consocep,TIGAON,4420,NAG
Coyaoyao,TIGAON,4420,NAG
Gaao,TIGAON,4420,NAG
Gingaroy,TIGAON,4420,NAG
Gubat,TIGAON,4420,NAG
Huyonhuyon,TIGAON,4420,NAG
Libod,TIGAON,4420,NAG
Mabalodbalod,TIGAON,4420,NAG
May-Anao,TIGAON,4420,NAG
Panagan,TIGAON,4420,NAG
Salvacion,TIGAON,4420,NAG
San Francisco,TIGAON,4420,NAG
San Miguel,TIGAON,4420,NAG
Talojongon,TIGAON,4420,NAG
Vinagre,TIGAON,4420,NAG
Busol,TIGBAO,7043,ZAM
Diana Countryside,TIGBAO,7043,ZAM
Lacarayan,TIGBAO,7043,ZAM
Libayoy,TIGBAO,7043,ZAM
Longmot,TIGBAO,7043,ZAM
Mate,TIGBAO,7043,ZAM
Nangan-nangan,TIGBAO,7043,ZAM
Nilo,TIGBAO,7043,ZAM
Timolan,TIGBAO,7043,ZAM
Alupidian,TIGBAUAN,5021,ILO
Bagacay,TIGBAUAN,5021,ILO
Bagumbayan,TIGBAUAN,5021,ILO
Bangkal,TIGBAUAN,5021,ILO
Barangay 1 (Pob.),TIGBAUAN,5021,ILO
Alumbrado,NAGCARLAN,4002,LAG
Paclasan (Pob.),ROXAS,3320,COM
San Isidro,ROXAS,3320,COM
San Mariano,ROXAS,3320,COM
San Rafael,ROXAS,3320,COM
San Vicente,ROXAS,3320,COM
Little Tanauan,ROXAS,3320,COM
Balluay,SABLAN,2614,BUO
Banengbeng,SABLAN,2614,BUO
Kamog,SABLAN,2614,BUO
Poblacion,SABLAN,2614,BUO
Canmano,SAGBAYAN (BORJA),6331,TAG
Canmaya Diot,SAGBAYAN (BORJA),6331,TAG
Kabasacan,SAGBAYAN (BORJA),6331,TAG
Katipunan,SAGBAYAN (BORJA),6331,TAG
Langtad,SAGBAYAN (BORJA),6331,TAG
Libertad Sur,SAGBAYAN (BORJA),6331,TAG
Poblacion,SAGBAYAN (BORJA),6331,TAG
San Agustin,SAGBAYAN (BORJA),6331,TAG
San Antonio,SAGBAYAN (BORJA),6331,TAG
San Ramon,SAGBAYAN (BORJA),6331,TAG
San Vicente Norte,SAGBAYAN (BORJA),6331,TAG
Santa Catalina,SAGBAYAN (BORJA),6331,TAG
Santa Cruz,SAGBAYAN (BORJA),6331,TAG
Aniog,SAGnAY,4421,NAG
Bongalon,SAGnAY,4421,NAG
Catalotoan,SAGnAY,4421,NAG
Kilantaao,SAGnAY,4421,NAG
Kilomaon,SAGnAY,4421,NAG
Minadongjol,SAGnAY,4421,NAG
San Antonio (Pob.),SAGnAY,4421,NAG
San Isidro (Pob.),SAGnAY,4421,NAG
Santo Nino,SAGnAY,4421,NAG
Tinorongan,SAGnAY,4421,NAG
Calay-ab,SANTO DOMINGO,4508,VIG
Camestizoan,SANTO DOMINGO,4508,VIG
Casili,SANTO DOMINGO,4508,VIG
Flora,SANTO DOMINGO,4508,VIG
Lagatit,SANTO DOMINGO,4508,VIG
Laoingen,SANTO DOMINGO,4508,VIG
Lussoc,SANTO DOMINGO,4508,VIG
Nalasin,SANTO DOMINGO,4508,VIG
Nagbettedan,SANTO DOMINGO,4508,VIG
Naglaoa-an,SANTO DOMINGO,4508,VIG
Nambaran,SANTO DOMINGO,4508,VIG
Nanerman,SANTO DOMINGO,4508,VIG
Napo,SANTO DOMINGO,4508,VIG
Padu Chico,SANTO DOMINGO,4508,VIG
Padu Grande,SANTO DOMINGO,4508,VIG
Paguraper,SANTO DOMINGO,4508,VIG
Panay,SANTO DOMINGO,4508,VIG
Pangpangdan,SANTO DOMINGO,4508,VIG
Parada,SANTO DOMINGO,4508,VIG
Paras,SANTO DOMINGO,4508,VIG
Poblacion,SANTO DOMINGO,4508,VIG
Puerta Real,SANTO DOMINGO,4508,VIG
Quimmarayan,SANTO DOMINGO,4508,VIG
Santa Cruz,SANTO DOMINGO,4508,VIG
Sived,SANTO DOMINGO,4508,VIG
Vacunero,SANTO DOMINGO,4508,VIG
Alimsog,SANTO DOMINGO (LIBOG),4508,LGP
Calayucay,SANTO DOMINGO (LIBOG),4508,LGP
Lidong,SANTO DOMINGO (LIBOG),4508,LGP
San Juan Pob. (Bgy. 2),SANTO DOMINGO (LIBOG),4508,LGP
Santo Domingo Pob. (Bgy. 4),SANTO DOMINGO (LIBOG),4508,LGP
San Vicente Pob. (Bgy. 6.),SANTO DOMINGO (LIBOG),4508,LGP
San Rafael Pob. (Bgy. 7),SANTO DOMINGO (LIBOG),4508,LGP
San Francisco Pob. (Bgy. 1),SANTO DOMINGO (LIBOG),4508,LGP
Nagsiya Pob. (Bgy. 8),SANTO DOMINGO (LIBOG),4508,LGP
San Andres,SANTO DOMINGO (LIBOG),4508,LGP
San Isidro,SANTO DOMINGO (LIBOG),4508,LGP
Santa Misericordia,SANTO DOMINGO (LIBOG),4508,LGP
Market Site Pob. (Bgy. 9),SANTO DOMINGO (LIBOG),4508,LGP
Pandayan Pob. (Bgy. 10),SANTO DOMINGO (LIBOG),4508,LGP
Baras,SANTO NInO,6711,CYP
Buenavista,SANTO NInO,6711,CYP
Corocawayan,SANTO NInO,6711,CYP
Ilijan,SANTO NInO,6711,CYP
Lobelobe,SANTO NInO,6711,CYP
Sevilla,SANTO NInO,6711,CYP
Villahermosa,SANTO NInO,6711,CYP
Guinsang-an,SANTO NInO,9509,GSS
Manuel Roxas,SANTO NInO,9509,GSS
Poblacion,SANTO NInO,9509,GSS
San Vicente,SANTO NInO,9509,GSS
Teresita,SANTO NInO,9509,GSS
Abariongan Ruar,SANTO NInO,3525,TUG
Balagan,SANTO NInO,3525,TUG
Cabayo,SANTO NInO,3525,TUG
Calassitan,SANTO NInO,3525,TUG
Campo,SANTO NInO,3525,TUG
Centro Sur (Pob.),SANTO NInO,3525,TUG
Lattac,SANTO NInO,3525,TUG
Lubo,SANTO NInO,3525,TUG
Mabitbitnong,SANTO NInO,3525,TUG
Masical,SANTO NInO,3525,TUG
Nag-uma,SANTO NInO,3525,TUG
Niug Norte,SANTO NInO,3525,TUG
Palusao,SANTO NInO,3525,TUG
San Roque,SANTO NInO,3525,TUG
Santa Maria,SANTO NInO,3525,TUG
Sidiran,SANTO NInO,3525,TUG
Tamucco,SANTO NInO,3525,TUG
Balagunan,SANTO TOMAS,4234,PAB
Esperanza,SANTO TOMAS,4234,PAB
Kinamayan,SANTO TOMAS,4234,PAB
Lungaog,SANTO TOMAS,4234,PAB
Magwawa,SANTO TOMAS,4234,PAB
Pantaron,SANTO TOMAS,4234,PAB
San Jose,SANTO TOMAS,4234,PAB
Cabanglotan,SAN JUAN (LAPOG),2731,VIG
Camanggaan,SAN JUAN (LAPOG),2731,VIG
Quezon (Pob.),SANTA,2703,VIG
Palanog,CAMALIG,4502,LGP
Pariaan,CAMALIG,4502,LGP
Quirangay,CAMALIG,4502,LGP
Salugan,CAMALIG,4502,LGP
Sua,CAMALIG,4502,LGP
Tagaytay,CAMALIG,4502,LGP
Taladong,CAMALIG,4502,LGP
Taplacon,CAMALIG,4502,LGP
Barangay 1 (Pob.),CAMALIG,4502,LGP
Barangay 3 (Pob.),CAMALIG,4502,LGP
Barangay 6 (Pob.),CAMALIG,4502,LGP
Caguiba,CAMALIG,4502,LGP
Marupit,CAMALIGAN,4401,NAG
San Lucas (Pob.),CAMALIGAN,4401,NAG
San Mateo (Pob.),CAMALIGAN,4401,NAG
Santo Domingo (Pob.),CAMALIGAN,4401,NAG
Sua,CAMALIGAN,4401,NAG
Anoling 1st,CAMILING,2306,TRC
Bacabac,CAMILING,2306,TRC
Bancay 1st,CAMILING,2306,TRC
Bilad,CAMILING,2306,TRC
Bobon Caarosipan,CAMILING,2306,TRC
Cabanabaan,CAMILING,2306,TRC
Cacamilingan Sur,CAMILING,2306,TRC
Carael,CAMILING,2306,TRC
Cayasan,CAMILING,2306,TRC
Lasong,CAMILING,2306,TRC
Manakem,CAMILING,2306,TRC
Marawi,CAMILING,2306,TRC
Nagrambacan,CAMILING,2306,TRC
Palimbo Proper,CAMILING,2306,TRC
Pao 1st,CAMILING,2306,TRC
Papaac,CAMILING,2306,TRC
Pindangan 2nd,CAMILING,2306,TRC
Poblacion B,CAMILING,2306,TRC
Poblacion D,CAMILING,2306,TRC
Poblacion G,CAMILING,2306,TRC
Poblacion I,CAMILING,2306,TRC
Santa Maria,CAMILING,2306,TRC
Sinilian 1st,CAMILING,2306,TRC
Sinilian Cacalibosoan,CAMILING,2306,TRC
San Jose West,CANAMAN,4402,NAG
San Nicolas,CANAMAN,4402,NAG
Santa Cruz (Pob.),CANAMAN,4402,NAG
Sua,CANAMAN,4402,NAG
Tibgao (Pob.),CANAMAN,4402,NAG
Bambang,CANDABA,2013,PGA
Barit,CANDABA,2013,PGA
Cuayang Bugtong,CANDABA,2013,PGA
Gulap,CANDABA,2013,PGA
Lourdes,CANDABA,2013,PGA
