District/ Barangay,City/ Major Area,zip_code,PORT CODE
Macabucod,ALIAGA,3111,NVE
Pantoc,ALIAGA,3111,NVE
Kawasan,ALOGUINSAN,6088,CEB
Lambug,BADIAN,6011,CEB
Malhiao,BADIAN,6011,CEB
Matutinao,BADIAN,6011,CEB
Poblacion,BADIAN,6011,CEB
Santicon,BADIAN,6011,CEB
Sulsugan,BADIAN,6011,CEB
Taytay,BADIAN,6011,CEB
Tigbao,BADIAN,6011,CEB
Tubod,BADIAN,6011,CEB
Agusipan,BADIANGAN,5033,ILO
Bita-oyan,BADIANGAN,5033,ILO
Budiawe,BADIANGAN,5033,ILO
Cabayogan,BADIANGAN,5033,ILO
Catubig,BADIANGAN,5033,ILO
Ilongbukid,BADIANGAN,5033,ILO
Indorohan,BADIANGAN,5033,ILO
Latawan,BADIANGAN,5033,ILO
Mainguit,BADIANGAN,5033,ILO
Manaolan,BADIANGAN,5033,ILO
Mapili Sanjo,BADIANGAN,5033,ILO
Poblacion (Badiangan),BADIANGAN,5033,ILO
San Julian,BADIANGAN,5033,ILO
Sianon,BADIANGAN,5033,ILO
Talaba,BADIANGAN,5033,ILO
Teneclan,BADIANGAN,5033,ILO
Bingauan,BADIANGAN,5033,ILO
Alogoog,BADOC,2904,LAO
Ar-arusip,BADOC,2904,LAO
Balbaldez,BADOC,2904,LAO
Camanga,BADOC,2904,LAO
Caraitan,BADOC,2904,LAO
Gabut Sur,BADOC,2904,LAO
Garreta (Pob.),BADOC,2904,LAO
Lacuben,BADOC,2904,LAO
Mabusag Norte,BADOC,2904,LAO
Madupayas,BADOC,2904,LAO
Nagrebcan,BADOC,2904,LAO
La Virgen Milagrosa (Paguetpet),BADOC,2904,LAO
Pagsanahan Sur,BADOC,2904,LAO
Paltit,BADOC,2904,LAO
Pasuc,BADOC,2904,LAO
Santa Cruz Sur,BADOC,2904,LAO
Turod,BADOC,2904,LAO
Bagumbayan (Pob.),BAGAC,2107,BTN
Banawang,BAGAC,2107,BTN
Binuangan,BAGAC,2107,BTN
Binukawan,BAGAC,2107,BTN
Ibaba,BAGAC,2107,BTN
Ibis,BAGAC,2107,BTN
Pag-asa (Wawa-Sibacan),BAGAC,2107,BTN
Parang,BAGAC,2107,BTN
Paysawan,BAGAC,2107,BTN
Quinawan,BAGAC,2107,BTN
San Antonio,BAGAC,2107,BTN
Saysain,BAGAC,2107,BTN
Tabing-Ilog (Pob.),BAGAC,2107,BTN
Atilano L. Ricardo,BAGAC,2107,BTN
Agaman (Proper),BAGGAO,3506,TUG
Annayatan,BAGGAO,3506,TUG
Asinga-Via,BAGGAO,3506,TUG
Bacagan,BAGGAO,3506,TUG
Barsat East,BAGGAO,3506,TUG
Bitag Grande,BAGGAO,3506,TUG
Bunugan,BAGGAO,3506,TUG
Canagatan,BAGGAO,3506,TUG
Catugay,BAGGAO,3506,TUG
Dabbac Grande,BAGGAO,3506,TUG
Dalin,BAGGAO,3506,TUG
Hacienda Intal,BAGGAO,3506,TUG
Imurong,BAGGAO,3506,TUG
Lasilat,BAGGAO,3506,TUG
Mocag,BAGGAO,3506,TUG
Remus,BAGGAO,3506,TUG
San Francisco,BAGGAO,3506,TUG
San Isidro,BAGGAO,3506,TUG
San Miguel,BAGGAO,3506,TUG
Santa Margarita,BAGGAO,3506,TUG
Taguing,BAGGAO,3506,TUG
Tallang,BAGGAO,3506,TUG
Taytay,BAGGAO,3506,TUG
Tungel,BAGGAO,3506,TUG
Agaman Norte,BAGGAO,3506,TUG
C. Verzosa ((Valley Cove*),BAGGAO,3506,TUG
Baay,BAGULIN,2512,LAU
Cardiz,BAGULIN,2512,LAU
Libbo,BAGULIN,2512,LAU
Tagudtud,BAGULIN,2512,LAU
Tio-angan,BAGULIN,2512,LAU
Ampusongan,BAKUN,2610,BUO
Dalipey,BAKUN,2610,BUO
Kayapa,BAKUN,2610,BUO
Sinacbat,BAKUN,2610,BUO
Bugsuk (New Cagayancillo),BALABAC,5307,PPS
Indalawan,BALABAC,5307,PPS
Catagupan,BALABAC,5307,PPS
Mangsee,BALABAC,5307,PPS
Pandanan,BALABAC,5307,PPS
Rabor,BALABAC,5307,PPS
Salang,BALABAC,5307,PPS
Poblacion I,BALABAC,5307,PPS
Poblacion III,BALABAC,5307,PPS
Poblacion IV,BALABAC,5307,PPS
Poblacion VI,BALABAC,5307,PPS
Poblacion Centro,ALIAGA,3111,NVE
Bandera,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Camudmud,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Cawag,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Cogon,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Dadatan,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Guilon,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Kinawitnon,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Libuak,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Limao,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Mambago-A,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Mambago-B,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Moncado (Pob.),ISLAND GARDEN CITY OF SAMAL,8119,PAB
Penaplata (Pob.),ISLAND GARDEN CITY OF SAMAL,8119,PAB
Poblacion (Kaputian),ISLAND GARDEN CITY OF SAMAL,8119,PAB
San Antonio,ISLAND GARDEN CITY OF SAMAL,8119,PAB
San Isidro (Kaputian),ISLAND GARDEN CITY OF SAMAL,8119,PAB
San Jose (San Lapuz),ISLAND GARDEN CITY OF SAMAL,8119,PAB
San Remigio,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Santa Cruz (Talicod II),ISLAND GARDEN CITY OF SAMAL,8119,PAB
Sion (Zion),ISLAND GARDEN CITY OF SAMAL,8119,PAB
Tagbay,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Tagdaliao,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Tambo,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Toril,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Bincungan,TAGUM CITY,8100,TGM
Canocotan,TAGUM CITY,8100,TGM
La Filipina,TAGUM CITY,8100,TGM
Madaum,TAGUM CITY,8100,TGM
Mankilam,TAGUM CITY,8100,TGM
Nueva Fuerza,TAGUM CITY,8100,TGM
Pagsabangan,TAGUM CITY,8100,TGM
Magugpo Poblacion,TAGUM CITY,8100,TGM
San Isidro,TAGUM CITY,8100,TGM
Visayan Village,TAGUM CITY,8100,TGM
Magugpo East,TAGUM CITY,8100,TGM
Magugpo South,TAGUM CITY,8100,TGM
Acacia,DAVAO CITY,8000,DVO
Agdao,DAVAO CITY,8000,DVO
Atan-Awe,DAVAO CITY,8000,DVO
Bago Oshiro,DAVAO CITY,8000,DVO
Balengaeng,DAVAO CITY,8000,DVO
Bangkas Heights,DAVAO CITY,8000,DVO
Bato,DAVAO CITY,8000,DVO
Bayabas,DAVAO CITY,8000,DVO
Biao Guianga,DAVAO CITY,8000,DVO
Binugao,DAVAO CITY,8000,DVO
Buhangin (Pob.),DAVAO CITY,8000,DVO
Cabantian,DAVAO CITY,8000,DVO
Cadalian,DAVAO CITY,8000,DVO
Callawa,DAVAO CITY,8000,DVO
Carmen,DAVAO CITY,8000,DVO
Catalunan Pequeno,DAVAO CITY,8000,DVO
Catigan,DAVAO CITY,8000,DVO
Colosas,DAVAO CITY,8000,DVO
Mamali,MATI,8200,DVO
Crossing Bayabas,DAVAO CITY,8000,DVO
Dacudao,DAVAO CITY,8000,DVO
Dalag,DAVAO CITY,8000,DVO
Dalagdag,DAVAO CITY,8000,DVO
Daliao,DAVAO CITY,8000,DVO
Daliaon Plantation,DAVAO CITY,8000,DVO
Dominga,DAVAO CITY,8000,DVO
Dumoy,DAVAO CITY,8000,DVO
Eden,DAVAO CITY,8000,DVO
Fatima (Benowang),DAVAO CITY,8000,DVO
Gatungan,DAVAO CITY,8000,DVO
Gumalang,DAVAO CITY,8000,DVO
Ilang,DAVAO CITY,8000,DVO
Indangan,DAVAO CITY,8000,DVO
Kilate,DAVAO CITY,8000,DVO
Lacson,DAVAO CITY,8000,DVO
Lamanan,DAVAO CITY,8000,DVO
Lampianao,DAVAO CITY,8000,DVO
Langub,DAVAO CITY,8000,DVO
Alejandra Navarro (Lasang),DAVAO CITY,8000,DVO
Lizada,DAVAO CITY,8000,DVO
Los Amigos,DAVAO CITY,8000,DVO
Lubogan,DAVAO CITY,8000,DVO
Lumiad,DAVAO CITY,8000,DVO
Ma-a,DAVAO CITY,8000,DVO
Mabuhay,DAVAO CITY,8000,DVO
Magtuod,DAVAO CITY,8000,DVO
Mahayag,DAVAO CITY,8000,DVO
Malabog,DAVAO CITY,8000,DVO
Malagos,DAVAO CITY,8000,DVO
Malamba,DAVAO CITY,8000,DVO
Manambulan,DAVAO CITY,8000,DVO
Mandug,DAVAO CITY,8000,DVO
Manuel Guianga,DAVAO CITY,8000,DVO
Mapula,DAVAO CITY,8000,DVO
Marapangi,DAVAO CITY,8000,DVO
Marilog,DAVAO CITY,8000,DVO
Matina Aplaya,DAVAO CITY,8000,DVO
Matina Crossing,DAVAO CITY,8000,DVO
Matina Biao,DAVAO CITY,8000,DVO
Mudiang,DAVAO CITY,8000,DVO
New Carmen,DAVAO CITY,8000,DVO
Pampanga,DAVAO CITY,8000,DVO
Panacan,DAVAO CITY,8000,DVO
Pandaitan,DAVAO CITY,8000,DVO
Paquibato (Pob.),DAVAO CITY,8000,DVO
Riverside,DAVAO CITY,8000,DVO
Salaysay,DAVAO CITY,8000,DVO
San Isidro (Licanan),DAVAO CITY,8000,DVO
Sirawan,DAVAO CITY,8000,DVO
Sirib,DAVAO CITY,8000,DVO
Subasta,DAVAO CITY,8000,DVO
Tacunan,DAVAO CITY,8000,DVO
Tagluno,DAVAO CITY,8000,DVO
Talandang,DAVAO CITY,8000,DVO
Talomo River,DAVAO CITY,8000,DVO
Tamayong,DAVAO CITY,8000,DVO
Tamugan,DAVAO CITY,8000,DVO
Tawan-tawan,DAVAO CITY,8000,DVO
Tibungco,DAVAO CITY,8000,DVO
Toril (Pob.),DAVAO CITY,8000,DVO
Tungakalan,DAVAO CITY,8000,DVO
Ula,DAVAO CITY,8000,DVO
Wines,DAVAO CITY,8000,DVO
Barangay 2-A (Pob.),DAVAO CITY,8000,DVO
Barangay 4-A (Pob.),DAVAO CITY,8000,DVO
Barangay 5-A (Pob.),DAVAO CITY,8000,DVO
Barangay 7-A (Pob.),DAVAO CITY,8000,DVO
Barangay 8-A (Pob.),DAVAO CITY,8000,DVO
Barangay 10-A (Pob.),DAVAO CITY,8000,DVO
Barangay 12-B (Pob.),DAVAO CITY,8000,DVO
Barangay 13-B (Pob.),DAVAO CITY,8000,DVO
Barangay 15-B (Pob.),DAVAO CITY,8000,DVO
Barangay 16-B (Pob.),DAVAO CITY,8000,DVO
Barangay 18-B (Pob.),DAVAO CITY,8000,DVO
Barangay 19-B (Pob.),DAVAO CITY,8000,DVO
Barangay 21-C (Pob.),DAVAO CITY,8000,DVO
Barangay 23-C (Pob.),DAVAO CITY,8000,DVO
Barangay 24-C (Pob.),DAVAO CITY,8000,DVO
Barangay 26-C (Pob.),DAVAO CITY,8000,DVO
Barangay 27-C (Pob.),DAVAO CITY,8000,DVO
Barangay 29-C (Pob.),DAVAO CITY,8000,DVO
Barangay 30-C (Pob.),DAVAO CITY,8000,DVO
Barangay 32-D (Pob.),DAVAO CITY,8000,DVO
Barangay 34-D (Pob.),DAVAO CITY,8000,DVO
Barangay 35-D (Pob.),DAVAO CITY,8000,DVO
Barangay 37-D (Pob.),DAVAO CITY,8000,DVO
Barangay 38-D (Pob.),DAVAO CITY,8000,DVO
Barangay 40-D (Pob.),DAVAO CITY,8000,DVO
Angalan,DAVAO CITY,8000,DVO
Bago Aplaya,DAVAO CITY,8000,DVO
Buda,DAVAO CITY,8000,DVO
Datu Salumay,DAVAO CITY,8000,DVO
Gov. Paciano Bangoy,DAVAO CITY,8000,DVO
Gumitan,DAVAO CITY,8000,DVO
"Kap. Tomas Monteverde, Sr.",DAVAO CITY,8000,DVO
"Leon Garcia, Sr.",DAVAO CITY,8000,DVO
Mabilog,CONCEPCION,5013,TRC
Malupa,CONCEPCION,5013,TRC
Panalicsian (Panalicsican),CONCEPCION,5013,TRC
Parang,CONCEPCION,5013,TRC
Caribquib,BANNA (ESPIRITU),2908,LAO
Crispina,BANNA (ESPIRITU),2908,LAO
Hilario (Pob.),BANNA (ESPIRITU),2908,LAO
Lorenzo (Pob.),BANNA (ESPIRITU),2908,LAO
Marcos (Pob.),BANNA (ESPIRITU),2908,LAO
Valdez,BANNA (ESPIRITU),2908,LAO
Tabtabagan,BANNA (ESPIRITU),2908,LAO
Binacag,BANNA (ESPIRITU),2908,LAO
Alegre,BANSALAN,8005,DVO
Anonang,BANSALAN,8005,DVO
Bonifacio,BANSALAN,8005,DVO
Darapuay,BANSALAN,8005,DVO
Eman,BANSALAN,8005,DVO
Libertad,BANSALAN,8005,DVO
Linawan,BANSALAN,8005,DVO
Mabunga,BANSALAN,8005,DVO
Marber,BANSALAN,8005,DVO
Poblacion,BANSALAN,8005,DVO
Santo Nino,BANSALAN,8005,DVO
Tinongtongan,BANSALAN,8005,DVO
Tubod,BANSALAN,8005,DVO
Poblacion Dos,BANSALAN,8005,DVO
Bato,BANSUD,0,COM
Aggay,BANTAY,2727,VIG
An-annam,BANTAY,2727,VIG
Banaoang,BANTAY,2727,VIG
Buquig,BANTAY,2727,VIG
Cabaroan,BANTAY,2727,VIG
Capangdanan,BANTAY,2727,VIG
Guimod,BANTAY,2727,VIG
Malingeb,BANTAY,2727,VIG
Mira,BANTAY,2727,VIG
Naguiddayan,BANTAY,2727,VIG
Ora,BANTAY,2727,VIG
Paing,BANTAY,2727,VIG
Puspus,BANTAY,2727,VIG
Quimmarayan,BANTAY,2727,VIG
Sagneb,BANTAY,2727,VIG
Sagpat,BANTAY,2727,VIG
San Mariano (Sallacong),BANTAY,2727,VIG
San Isidro,BANTAY,2727,VIG
San Julian,BANTAY,2727,VIG
Sinabaan,BANTAY,2727,VIG
Taguiporo,BANTAY,2727,VIG
Taleb,BANTAY,2727,VIG
Tay-ac,BANTAY,2727,VIG
Barangay 1 (Pob.),BANTAY,2727,VIG
Barangay 2 (Pob.),BANTAY,2727,VIG
Barangay 3 (Pob.),BANTAY,2727,VIG
Barangay 4 (Pob.),BANTAY,2727,VIG
Barangay 5 (Pob.),BANTAY,2727,VIG
Barangay 6 (Pob.),BANTAY,2727,VIG
Baigad,BANTAYAN,6052,CEB
Binaobao (Pob.),BANTAYAN,6052,CEB
Kabac,BANTAYAN,6052,CEB
Hilotongan,BANTAYAN,6052,CEB
Kabangbang,BANTAYAN,6052,CEB
Kampingganon,BANTAYAN,6052,CEB
Lipayran,BANTAYAN,6052,CEB
Mojon,BANTAYAN,6052,CEB
Patao,BANTAYAN,6052,CEB
Sillon,BANTAYAN,6052,CEB
Suba (Pob.),BANTAYAN,6052,CEB
Tamiao,BANTAYAN,6052,CEB
Ticad (Pob.),BANTAYAN,6052,CEB
Rizal (Pob.),BARAS,1970,RZL
San Jose,BARAS,1970,RZL
Santiago,BARAS,1970,RZL
San Juan,BARAS,1970,RZL
Mabini,BARAS,1970,RZL
Baghari,BARBAZA,5706,ANT
Bahuyan,BARBAZA,5706,ANT
Biga-a,BARBAZA,5706,ANT
Binangbang Centro,BARBAZA,5706,ANT
Cadiao,BARBAZA,5706,ANT
Capoyuan,BARBAZA,5706,ANT
Esparar,BARBAZA,5706,ANT
Idao,BARBAZA,5706,ANT
Igtunarum,BARBAZA,5706,ANT
Integasan,BARBAZA,5706,ANT
Ipil,BARBAZA,5706,ANT
Lanas,BARBAZA,5706,ANT
Lisub,BARBAZA,5706,ANT
Lombuyan,BARBAZA,5706,ANT
Magtulis,BARBAZA,5706,ANT
Mayabay,BARBAZA,5706,ANT
Nalusdan,BARBAZA,5706,ANT
Palma,BARBAZA,5706,ANT
San Antonio,BARBAZA,5706,ANT
Soligao,BARBAZA,5706,ANT
Tig-Alaran,BARBAZA,5706,ANT
Yapo,BARBAZA,5706,ANT
Bagacay,BARCELONA,4712,SOR
Bugtong,BARCELONA,4712,SOR
Fabrica,BARCELONA,4712,SOR
Lago,BARCELONA,4712,SOR
Luneta,BARCELONA,4712,SOR
Mapapac,BARCELONA,4712,SOR
Paghaluban,BARCELONA,4712,SOR
Poblacion Norte,BARCELONA,4712,SOR
Poblacion Sur,BARCELONA,4712,SOR
San Antonio,BARCELONA,4712,SOR
San Ramon,BARCELONA,4712,SOR
Santa Cruz,BARCELONA,4712,SOR
Tagdon,BARCELONA,4712,SOR
Azucena,BARILI,6036,CEB
Balao,BARILI,6036,CEB
Budbud,BARILI,6036,CEB
Cabcaban,BARILI,6036,CEB
Campangga,BARILI,6036,CEB
Giloctog,BARILI,6036,CEB
Giwanon,BARILI,6036,CEB
Hilasgasan,BARILI,6036,CEB
Cagay,BARILI,6036,CEB
Kangdampas,BARILI,6036,CEB
Luhod,BARILI,6036,CEB
Lupo,BARILI,6036,CEB
Maigang,BARILI,6036,CEB
Malolos,BARILI,6036,CEB
Mantayupan,BARILI,6036,CEB
Minolos,BARILI,6036,CEB
Nasipit,BARILI,6036,CEB
Pangpang,BARILI,6036,CEB
Patupat,BARILI,6036,CEB
San Rafael,BARILI,6036,CEB
Sayaw,BARILI,6036,CEB
Tal-ot,BARILI,6036,CEB
Vito,BARILI,6036,CEB
Wadya,BANISILAN,9416,CBO
Barangay 142,CALOOCAN CITY,1409,MNL
Barangay 144,CALOOCAN CITY,1409,MNL
Barangay 146,CALOOCAN CITY,1409,MNL
Artacho,BAUTISTA,2424,PGN
Cabuaan,BAUTISTA,2424,PGN
Diaz,BAUTISTA,2424,PGN
Nibaliw Norte,BAUTISTA,2424,PGN
Palisoc,BAUTISTA,2424,PGN
Poblacion West,BAUTISTA,2424,PGN
Pogo,BAUTISTA,2424,PGN
Primicias,BAUTISTA,2424,PGN
Sinabaan,BAUTISTA,2424,PGN
Villanueva,BAUTISTA,2424,PGN
Bitin,BAY,4033,LAG
Dila,BAY,4033,LAG
Masaya,BAY,4033,LAG
Puypuy,BAY,4033,LAG
San Antonio,BAY,4033,LAG
Santa Cruz,BAY,4033,LAG
Tagumpay,BAY,4033,LAG
San Agustin (Pob.),BAY,4033,LAG
Alinggan,BAYAMBANG,2423,PGN
Amancosiling Norte,BAYAMBANG,2423,PGN
Amancosiling Sur,BAYAMBANG,2423,PGN
Ambayat II,BAYAMBANG,2423,PGN
Asin,BAYAMBANG,2423,PGN
Bacnono,BAYAMBANG,2423,PGN
Banaban,BAYAMBANG,2423,PGN
Batangcawa,BAYAMBANG,2423,PGN
Bical Norte,BAYAMBANG,2423,PGN
Bongato East,BAYAMBANG,2423,PGN
Buayaen,BAYAMBANG,2423,PGN
Buenlag 1st,BAYAMBANG,2423,PGN
Cadre Site,BAYAMBANG,2423,PGN
Caturay,BAYAMBANG,2423,PGN
Dusoc,BAYAMBANG,2423,PGN
Idong,BAYAMBANG,2423,PGN
Inirangan,BAYAMBANG,2423,PGN
Iton,BAYAMBANG,2423,PGN
Ligue,BAYAMBANG,2423,PGN
Macayocayo,BAYAMBANG,2423,PGN
Maigpa,BAYAMBANG,2423,PGN
Malioer,BAYAMBANG,2423,PGN
Managos,BAYAMBANG,2423,PGN
Manambong Parte,BAYAMBANG,2423,PGN
Mangayao,BAYAMBANG,2423,PGN
Nalsian Norte,BAYAMBANG,2423,PGN
Pangdel,BAYAMBANG,2423,PGN
Paragos,BAYAMBANG,2423,PGN
Pugo,BAYAMBANG,2423,PGN
San Gabriel 1st,BAYAMBANG,2423,PGN
San Vicente,BAYAMBANG,2423,PGN
Sangcagulis,BAYAMBANG,2423,PGN
Sapang,BAYAMBANG,2423,PGN
Tamaro,BAYAMBANG,2423,PGN
Tambac,BAYAMBANG,2423,PGN
Tampog,BAYAMBANG,2423,PGN
Darawey (Tangal),BAYAMBANG,2423,PGN
Tanolong,BAYAMBANG,2423,PGN
Tatarao,BAYAMBANG,2423,PGN
Telbang,BAYAMBANG,2423,PGN
Tococ East,BAYAMBANG,2423,PGN
Tococ West,BAYAMBANG,2423,PGN
Warding,BAYAMBANG,2423,PGN
Wawa,BAYAMBANG,2423,PGN
Zone I (Pob.),BAYAMBANG,2423,PGN
Zone II (Pob.),BAYAMBANG,2423,PGN
Zone III (Pob.),BAYAMBANG,2423,PGN
Zone IV (Pob.),BAYAMBANG,2423,PGN
Zone V (Pob.),BAYAMBANG,2423,PGN
Zone VI (Pob.),BAYAMBANG,2423,PGN
Zone VII (Pob.),BAYAMBANG,2423,PGN
Baking,BAYOG,7011,ZAM
Balukbahan,BAYOG,7011,ZAM
Bantal,BAYOG,7011,ZAM
Camp Blessing,BAYOG,7011,ZAM
Conacon,BAYOG,7011,ZAM
Damit,BAYOG,7011,ZAM
Depase,BAYOG,7011,ZAM
Depore,BAYOG,7011,ZAM
Depili,BAYOG,7011,ZAM
Kahayagan,BAYOG,7011,ZAM
Lamare,BAYOG,7011,ZAM
Matin-ao,BAYOG,7011,ZAM
Poblacion,BAYOG,7011,ZAM
Salawagan,BAYOG,7011,ZAM
Supon,BAYOG,7011,ZAM
Buenavista,BELISON,5701,ANT
Delima,BELISON,5701,ANT
Maradiona,BELISON,5701,ANT
Poblacion,BELISON,5701,ANT
Salvacion,BELISON,5701,ANT
Andabuen,BENITO SOLIVEN,3331,STG
Binogtungan,BENITO SOLIVEN,3331,STG
Alinsolong,BATAD,5016,ILO
Mompeller,ARGAO,6099,CEB
Poblacion,ARGAO,6099,CEB
Sumaguan,ARGAO,6099,CEB
Talaga,ARGAO,6099,CEB
Talo-ot,ARGAO,6099,CEB
Tulang,ARGAO,6099,CEB
Ubaub,ARGAO,6099,CEB
Alaska,ARINGAY,2503,LAU
Dulao,ARINGAY,2503,LAU
Macabato,ARINGAY,2503,LAU
Manga,ARINGAY,2503,LAU
Pangao-aoan West,ARINGAY,2503,LAU
Samara,ARINGAY,2503,LAU
San Benito Norte,ARINGAY,2503,LAU
San Benito Sur,ARINGAY,2503,LAU
San Juan East,ARINGAY,2503,LAU
San Juan West,ARINGAY,2503,LAU
San Simon East,ARINGAY,2503,LAU
San Simon West,ARINGAY,2503,LAU
Santa Cecilia,ARINGAY,2503,LAU
Santa Lucia,ARINGAY,2503,LAU
Santa Rita East,ARINGAY,2503,LAU
Santa Rita West,ARINGAY,2503,LAU
Santo Rosario East,ARINGAY,2503,LAU
Santo Rosario West,ARINGAY,2503,LAU
Ariston Weste,ASINGAN,2439,PGN
Bantog,ASINGAN,2439,PGN
Bobonan,ASINGAN,2439,PGN
Calepaan,ASINGAN,2439,PGN
Carosucan Sur,ASINGAN,2439,PGN
Domanpot,ASINGAN,2439,PGN
Macalong,ASINGAN,2439,PGN
Poblacion East,ASINGAN,2439,PGN
San Vicente Este,ASINGAN,2439,PGN
San Vicente Weste,ASINGAN,2439,PGN
Sobol,ASINGAN,2439,PGN
Agtugop,ASTURIAS,6010,CEB
Bago,ASTURIAS,6010,CEB
Banban,ASTURIAS,6010,CEB
Bog-o,ASTURIAS,6010,CEB
Lanao,ASTURIAS,6010,CEB
Looc Norte,ASTURIAS,6010,CEB
Magcalape,ASTURIAS,6010,CEB
New Bago,ASTURIAS,6010,CEB
Poblacion,ASTURIAS,6010,CEB
San Isidro,ASTURIAS,6010,CEB
Santa Lucia,ASTURIAS,6010,CEB
Tag-amakan,ASTURIAS,6010,CEB
Tubigagmanok,ASTURIAS,6010,CEB
Tubod,ASTURIAS,6010,CEB
Angeles,ATIMONAN,4331,LUC
Balugohin,ATIMONAN,4331,LUC
Barangay Zone 2 (Pob.),ATIMONAN,4331,LUC
Barangay Zone 3 (Pob.),ATIMONAN,4331,LUC
Buhangin,ATIMONAN,4331,LUC
Caridad Ilaya,ATIMONAN,4331,LUC
Habingan,ATIMONAN,4331,LUC
Inalig,ATIMONAN,4331,LUC
Kulawit,ATIMONAN,4331,LUC
Lubi,ATIMONAN,4331,LUC
Magsaysay,ATIMONAN,4331,LUC
Malinao Ilaya,ATIMONAN,4331,LUC
Malusak,ATIMONAN,4331,LUC
Manggalayan Labak,ATIMONAN,4331,LUC
Montes Balaon,ATIMONAN,4331,LUC
Ponon,ATIMONAN,4331,LUC
Rizal,ATIMONAN,4331,LUC
San Andres Labak,ATIMONAN,4331,LUC
San Jose Balatok,ATIMONAN,4331,LUC
San Rafael,ATIMONAN,4331,LUC
Sapaan,ATIMONAN,4331,LUC
Tagbakin,ATIMONAN,4331,LUC
Tinandog,ATIMONAN,4331,LUC
Villa Ilaya,ATIMONAN,4331,LUC
Abiang,ATOK,2612,BUO
Cattubo,ATOK,2612,BUO
Paoay,ATOK,2612,BUO
Pasdong,ATOK,2612,BUO
Poblacion,ATOK,2612,BUO
Topdac,ATOK,2612,BUO
Acad,AURORA,3316,ZAM
Alang-alang,AURORA,3316,ZAM
Alegria,AURORA,3316,ZAM
Anonang,AURORA,3316,ZAM
Bagong Mandaue,AURORA,3316,ZAM
Bagong Maslog,AURORA,3316,ZAM
Bagong Oslob,AURORA,3316,ZAM
Bagong Pitogo,AURORA,3316,ZAM
Baki,AURORA,3316,ZAM
Balas,AURORA,3316,ZAM
Balide,AURORA,3316,ZAM
Balintawak,AURORA,3316,ZAM
Can-olin,CANDIJAY,6312,TAG
Bucalan (East Budsalan),CANLAON CITY,6223,DGT
Adecor,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Anonang,ISLAND GARDEN CITY OF SAMAL,8119,PAB
Magsaysay,DAVAO CITY,8000,DVO
Madalunot,CALACA,4212,BAT
Makina,CALACA,4212,BAT
Munting Coral,CALACA,4212,BAT
Pantay,CALACA,4212,BAT
Puting Kahoy,CALACA,4212,BAT
Quisumbing,CALACA,4212,BAT
Salong,CALACA,4212,BAT
San Rafael,CALACA,4212,BAT
Sinisian,CALACA,4212,BAT
Taklang Anak,CALACA,4212,BAT
Talisay,CALACA,4212,BAT
Tamayo,CALACA,4212,BAT
Timbain,CALACA,4212,BAT
Bonifacio,CALAMBA,7210,OZC
Bunawan,CALAMBA,7210,OZC
Calaran,CALAMBA,7210,OZC
Dapacan Alto,CALAMBA,7210,OZC
Dapacan Bajo,CALAMBA,7210,OZC
Langub,CALAMBA,7210,OZC
Libertad,CALAMBA,7210,OZC
Magcamiguing,CALAMBA,7210,OZC
Mamalad,CALAMBA,7210,OZC
Mauswagon,CALAMBA,7210,OZC
Northern Poblacion,CALAMBA,7210,OZC
Salvador,CALAMBA,7210,OZC
San Isidro (San Isidro-San Pedro),CALAMBA,7210,OZC
Siloy,CALAMBA,7210,OZC
Singalat,CALAMBA,7210,OZC
Solinog,CALAMBA,7210,OZC
Southwestern Poblacion,CALAMBA,7210,OZC
Sulipat,CALAMBA,7210,OZC
Don Bernardo Nery Pob. (Tres de Mayo),CALAMBA,7210,OZC
Abucayan Sur,CALAPE,6328,TAG
Bentig,CALAPE,6328,TAG
Bonbon,CALAPE,6328,TAG
Cabayugan,CALAPE,6328,TAG
Calunasan,CALAPE,6328,TAG
Canguha,CALAPE,6328,TAG
Desamparados (Pob.),CALAPE,6328,TAG
Kinabag-an,CALAPE,6328,TAG
Lawis,CALAPE,6328,TAG
Lo-oc,CALAPE,6328,TAG
Lucob,CALAPE,6328,TAG
Magtongtong,CALAPE,6328,TAG
Mandaug,CALAPE,6328,TAG
Sampoangon,CALAPE,6328,TAG
Santa Cruz (Pob.),CALAPE,6328,TAG
Talisay,CALAPE,6328,TAG
Tultugan,CALAPE,6328,TAG
Ambonao,CALASIAO,2418,PGN
Banaoang,CALASIAO,2418,PGN
